SEF_ID,                 lat,            lon,            height
DWR_Tandil,             -37.3288,       -59.1367,       NA
DWR_Tinogasta,          -28.066667,     -67.566667,     NA
DWR_Trancas,            -26.217222,     -65.283056,     NA
DWR_Tratayen,           -38.4,          -68.6,          NA
DWR_Trenque_Lauq,       -35.96544,      -62.73348,      NA
DWR_Tres_Arroyos,       -38.3775,       -60.2752,       NA
DWR_Tucman-Captl,       -26.816667,     -65.216667,     NA
DWR_Tumbaya,            -23.8577,       -65.4676,       NA
DWR_Uruguay,            -32.48465,      -58.23293,      NA
DWR_V._Casilda,         -33.0445,       -61.1650,       NA
DWR_Vera,               -29.47028,      -60.20232,      NA
DWR_Villaguay,          -31.86728,      -59.02684,      NA
DWR_Villa_Maria,        -34.88247,      -60.34444,      NA
DWR_Villa_Mrced.,       -33.666667,     -65.466667,     NA
DWR_Ytaybate,           -27.43,         -57.34,         NA
DWR_Zarate,             -34.0958,       -59.0242,       NA

