Holwerd(109_G) "53:23:00" NB "05:54:00" OL     5.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,WW,Q_WW
19510111,1900,ZZW,2,6,2,10,0,14,0,54,0,60,0,58,0,69,0,90,0,00,0
19510112,800,ZW,2,4,2,6,0,42,0,23,0,37,0,31,0,63,0,76,0,05,0
19510112,1400,ZW,2,5,2,9,0,0,0,35,0,43,0,34,0,43,0,86,0,00,0
19510112,1900,Z,2,2,2,2,0,0,0,12,0,17,0,17,0,49,0,90,0,00,0
19510113,800,ZW,2,3,2,10,0,21,0,28,0,30,0,12,0,38,0,97,0,00,0
19510113,1400,ZW,2,6,2,10,0,13,0,26,0,31,0,20,0,40,0,90,0,63,0
19510113,1900,WZW,2,4,2,10,0,16,0,29,0,33,0,23,0,33,0,91,0,00,0
19510114,800,ZW,2,3,2,9,0,5,0,29,0,32,0,11,0,39,0,94,0,05,0
19510114,1400,WZW,2,6,2,6,0,26,0,35,0,42,0,32,0,52,0,88,0,00,0
19510114,1900,WZW,2,3,2,2,0,3,0,22,0,29,0,28,0,45,0,87,0,00,0
19510115,800,W,2,2,2,7,0,0,0,14,0,18,0,10,0,30,0,90,0,05,0
19510115,1400,NW,2,3,2,4,0,0,0,33,0,42,0,9,0,46,0,84,0,00,0
19510115,1900,WNW,2,5,2,2,0,0,0,32,0,43,0,36,0,45,0,80,0,00,0
19510116,800,WNW,2,2,2,3,0,4,0,30,0,36,0,35,0,49,0,89,0,00,0
19510116,1400,WNW,2,2,2,9,0,0,0,36,0,50,0,34,0,53,0,77,0,00,0
19510116,1900,ZW,2,2,2,8,0,0,0,20,0,24,0,24,0,51,0,91,0,00,0
19510117,800,Z,2,5,2,10,0,23,0,36,0,38,0,17,0,38,0,96,0,63,0
19510117,1400,WZW,2,6,2,10,0,95,0,22,0,24,0,23,0,45,0,96,0,63,0
19510117,1900,WZW,2,3,2,2,0,2,0,50,0,56,0,24,0,77,0,90,0,00,0
19510118,800,W,2,6,2,10,0,67,0,52,0,58,0,52,0,59,0,89,0,81,0
19510118,1400,WNW,2,6,2,9,0,8,0,47,0,58,0,44,0,71,0,82,0,00,0
19510118,1900,WNW,2,4,2,9,0,3,0,50,0,58,0,53,0,68,0,87,0,00,0
19510119,800,WNW,2,6,2,3,0,2,0,41,0,51,0,44,0,60,0,83,0,00,0
19510119,1400,WNW,2,4,2,9,0,0,0,48,0,56,0,47,0,57,0,87,0,05,0
19510119,1900,W,2,4,2,10,0,0,0,48,0,52,0,50,0,58,0,93,0,05,0
19510120,800,WNW,2,3,2,5,0,0,0,40,0,46,0,45,0,54,0,89,0,05,0
19510120,1400,NO,2,3,2,8,0,0,0,43,0,54,0,43,0,59,0,81,0,00,0
19510120,1900,NNW,2,5,2,7,0,0,0,30,0,43,0,42,0,55,0,78,0,05,0
19510121,800,WNW,2,1,2,9,0,0,0,28,0,30,0,18,0,46,0,97,0,05,0
19510121,1400,ZO,2,1,2,6,0,0,0,33,0,49,0,30,0,49,0,74,0,00,0
19510121,1900,ZO,2,2,2,10,0,0,0,24,0,27,0,26,0,51,0,94,0,00,0
19510122,800,ZW,2,2,2,10,0,6,0,48,0,50,0,23,0,51,0,97,0,10,0
19510122,1400,ZW,2,3,2,7,0,7,0,66,0,69,0,49,0,69,0,95,0,05,0
19510122,1900,ZW,2,2,2,7,0,0,0,33,0,35,0,32,0,70,0,97,0,05,0
19510123,800,ZW,2,1,2,10,0,5,0,21,0,21,0,18,0,36,0,100,0,45,0
19510123,1400,Z,2,1,2,10,0,1,0,26,0,27,0,14,0,27,0,98,0,45,0
19510123,1900,ONO,2,2,2,10,0,1,0,3,0,3,0,-3,0,29,0,100,0,45,0
19510124,800,ONO,2,2,2,10,0,2,0,23,0,27,0,-1,0,27,0,92,0,00,0
19510124,1400,O,2,3,2,2,0,0,0,26,0,35,0,20,0,35,0,84,0,00,0
19510124,1900,O,2,3,2,10,0,0,0,20,0,21,0,20,0,36,0,99,0,00,0
19510125,800,O,2,4,2,10,0,0,0,3,0,7,0,7,0,29,0,90,0,05,0
19510125,1400,OZO,2,4,2,10,0,0,0,-8,0,-5,0,-6,0,8,0,92,0,05,0
19510125,1900,O,2,4,2,10,0,0,0,-12,0,-8,0,-12,0,-4,0,90,0,00,0
19510126,800,ZZO,2,2,2,10,0,0,0,-6,0,-3,0,-12,0,-3,0,82,0,45,0
19510126,1400,ZZO,2,2,2,10,0,0,0,50,0,56,0,-5,0,56,0,89,0,45,0
19510126,1900,ZO,2,2,2,10,0,0,0,2,0,10,0,10,0,60,0,83,0,00,0
19510127,800,OZO,2,2,2,10,0,0,0,4,0,6,0,-2,0,10,0,95,0,45,0
19510127,1400,ZZO,2,2,2,10,0,0,0,32,0,36,0,5,0,36,0,92,0,10,0
19510127,1900,O,2,1,2,10,0,0,0,28,0,32,0,32,0,39,0,91,0,53,0
19510128,800,NO,2,2,2,10,0,0,0,8,0,13,0,9,0,34,0,90,0,10,0
19510128,1400,ONO,2,3,2,10,0,0,0,21,0,26,0,12,0,34,0,90,0,53,0
19510128,1900,NO,2,3,2,10,0,8,0,18,0,22,0,22,0,30,0,91,0,63,0
19510129,800,NO,2,3,2,10,0,8,0,14,0,17,0,6,0,22,0,94,0,05,0
19510129,1400,ONO,2,2,2,10,0,0,0,16,0,21,0,9,0,21,0,80,0,05,0
19510129,1900,ONO,2,2,2,10,0,0,0,15,0,19,0,17,0,25,0,81,0,00,0
19510130,800,ONO,2,2,2,10,0,0,0,15,0,17,0,15,0,20,0,96,0,10,0
19510130,1400,NO,2,4,2,10,0,0,0,28,0,31,0,13,0,32,0,95,0,10,0
19510130,1900,ONO,2,4,2,10,0,0,0,11,0,15,0,12,0,32,0,91,0,05,0
19510131,800,OZO,2,1,2,10,0,0,0,-19,0,-18,0,-19,0,18,0,97,0,10,0
19510131,1400,ONO,2,1,2,10,0,0,0,-17,1,-15,0,-18,0,-14,0,94,0,10,0
19510131,1900,OZO,2,2,2,10,0,0,0,-14,1,-14,0,-19,0,-13,0,100,0,45,0
19510201,800,Z,2,2,2,10,0,0,0,0,0,1,0,-14,0,2,0,99,0,10,0
19510201,1400,ZZW,2,3,2,10,0,1,0,17,0,21,0,-1,0,22,0,91,0,05,0
19510201,1900,Z,2,2,2,3,0,0,0,0,0,2,0,2,0,25,0,97,0,05,0
19510202,800,ZZO,2,2,2,9,0,1,0,4,0,6,0,-11,0,9,0,96,0,10,0
19510202,1400,ZO,2,2,2,10,0,0,0,15,0,21,0,5,0,22,0,88,0,10,0
19510202,1900,OZO,2,2,2,10,0,0,0,6,0,8,0,8,0,22,0,96,0,45,0
19510203,800,O,2,4,2,10,0,0,0,-14,0,-14,0,-14,0,10,0,99,0,10,0
19510203,1400,OZO,2,4,2,10,0,1,0,-33,1,-31,0,-39,0,-11,0,92,0,85,0
19510203,1900,OZO,2,4,2,10,0,0,0,-17,0,-15,0,-38,0,-14,0,95,0,05,0
19510204,800,ZZO,2,4,2,10,0,5,0,10,0,11,0,-15,0,15,0,98,0,10,0
19510204,1400,ZO,2,4,2,9,0,0,0,35,0,49,0,10,0,49,0,77,0,00,0
19510204,1900,ZO,2,6,2,10,0,0,0,27,0,43,0,38,0,49,0,73,0,00,0
19510205,800,ZZO,2,3,2,5,0,4,0,27,0,35,0,35,0,61,0,85,0,00,0
19510205,1400,Z,2,4,2,8,0,0,0,53,0,70,0,35,0,76,0,75,0,00,0
19510205,1900,ZW,2,3,2,10,0,4,0,38,0,49,0,48,0,74,0,81,0,81,0
19510206,800,ZZO,2,3,2,5,0,2,0,5,0,7,0,3,0,50,0,96,0,05,0
19510206,1400,ZZO,2,4,2,10,0,0,0,34,0,45,0,7,0,45,0,81,0,00,0
19510206,1900,Z,2,3,2,10,0,0,0,29,0,39,0,38,0,50,0,82,0,00,0
19510207,800,ZZO,2,3,2,8,0,0,0,-1,0,3,0,-5,0,42,0,90,0,05,0
19510207,1400,Z,2,4,2,10,0,3,0,31,0,39,0,0,0,42,0,85,0,05,0
19510207,1900,ZZW,2,4,2,7,0,0,0,29,0,36,0,35,0,41,0,87,0,00,0
19510208,800,ZZO,2,5,2,10,0,2,0,19,0,24,0,4,0,40,0,90,0,81,0
19510208,1400,Z,2,5,2,10,0,3,0,54,0,61,0,23,0,62,0,89,0,00,0
19510208,1900,Z,2,6,2,10,0,21,0,66,0,68,0,61,0,68,0,97,0,63,0
19510209,800,ZZW,2,5,2,5,0,16,0,79,0,97,0,67,0,103,0,75,0,00,0
19510209,1400,ZW,2,7,2,6,0,0,0,58,0,84,0,83,0,99,0,64,0,00,0
19510209,1900,ZZW,2,2,2,5,0,0,0,40,0,52,0,52,0,86,0,80,0,00,0
19510210,800,ZO,2,1,2,5,0,0,0,14,0,16,0,16,0,53,0,96,0,05,0
19510210,1400,O,2,1,2,9,0,0,0,46,0,50,0,14,0,54,0,92,0,05,0
19510210,1900,OZO,2,1,2,7,0,0,0,29,0,32,0,31,0,57,0,94,0,00,0
19510211,800,O,2,3,2,10,0,4,0,4,0,5,0,-9,0,44,0,98,0,45,0
19510211,1400,O,2,3,2,9,0,0,0,20,0,22,0,4,0,22,0,97,0,10,0
19510211,1900,ZO,2,3,2,10,0,13,0,24,0,26,0,21,0,27,0,96,0,53,0
19510212,800,Z,2,1,2,5,0,1,0,-8,0,-8,0,-9,0,32,0,98,0,45,0
19510212,1400,ZW,2,3,2,1,0,0,0,63,0,80,0,-8,0,80,0,76,0,05,0
19510212,1900,ZO,2,1,2,1,0,0,0,25,0,28,0,28,0,83,0,94,0,05,0
19510213,800,O,2,3,2,3,0,0,0,6,0,10,0,4,0,29,0,90,0,05,0
19510213,1400,ONO,2,6,2,10,0,2,0,17,0,17,0,9,0,41,0,100,0,45,0
19510213,1900,ONO,2,5,2,10,0,0,0,11,0,12,0,9,0,19,0,99,0,10,0
19510214,800,O,2,3,2,10,0,0,0,-2,0,-2,0,-2,0,19,0,100,0,73,0
19510214,1400,O,2,3,2,10,0,4,0,0,0,2,0,-8,0,2,0,97,0,10,0
19510214,1900,O,2,3,2,10,0,0,0,1,0,2,0,1,0,4,0,98,0,00,0
19510215,800,Z,2,2,2,10,0,3,0,20,0,22,0,-1,0,22,0,97,0,45,0
19510215,1400,ZW,2,3,2,9,0,0,0,32,0,41,0,20,0,43,0,85,0,05,0
19510215,1900,Z,2,1,2,9,0,4,0,16,0,18,0,16,0,43,0,96,0,00,0
19510216,800,ZZO,2,2,2,6,0,2,0,-2,0,4,0,2,0,21,0,88,0,10,0
19510216,1400,ZO,2,2,2,10,0,0,0,22,0,38,0,4,0,40,0,73,0,10,0
19510216,1900,ZO,2,4,2,10,0,0,0,20,0,36,0,36,0,39,0,72,0,00,0
19510217,800,Z,2,4,2,10,0,28,0,46,0,50,0,27,0,50,0,93,0,10,0
19510217,1400,Z,2,5,2,10,0,26,0,61,0,66,0,49,0,69,0,91,0,63,0
19510217,1900,NW,2,3,2,10,0,60,0,19,0,21,0,12,0,71,0,97,0,00,0
